YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,INVOLVED,RELATED,Neighbourh
2008,2008-11-14 5:00:00 AM,226,2,DOVERCOURT RD,ARGYLE ST,,COLLECTOR,TORONTO AND EAST YORK,43.646145,-79.42349,INTERSECTION,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,WEST,"AUTOMOBILE, STATION WAGON",REVERSING,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,Little Portugal (84)
2008,2008-11-14 5:00:00 AM,226,2,DOVERCOURT RD,ARGYLE ST,,COLLECTOR,TORONTO AND EAST YORK,43.646145,-79.42349,INTERSECTION,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,NORTH,BICYCLE,STOPPED,,,,,,Motorist reversing struck cyclist.,Driving Properly,Unknown,"CYCLIST,AUTOMOBILE",,Little Portugal (84)
2009,2009-07-18 4:00:00 AM,242,2,RIVER ST,DUNDAS ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.661145,-79.35819,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Regent Park (72)
2009,2009-07-18 4:00:00 AM,242,2,RIVER ST,DUNDAS ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.661145,-79.35819,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Regent Park (72)
2009,2009-07-18 4:00:00 AM,242,2,RIVER ST,DUNDAS ST E,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.661145,-79.35819,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive,"CYCLIST,AUTOMOBILE",,Regent Park (72)
2013,2013-08-10 4:00:00 AM,250,2,SPADINA AVE,OXFORD ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656737,-79.399577,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,unknown,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",REVERSING,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,Kensington-Chinatown (78)
2013,2013-08-10 4:00:00 AM,250,2,SPADINA AVE,OXFORD ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656737,-79.399577,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,SOUTH,BICYCLE,SLOWING OR STOPPING,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Other,Had Been Drinking,"CYCLIST,AUTOMOBILE",,Kensington-Chinatown (78)
2018,2018-12-07 5:00:00 AM,300,3,758 QUEEN ST E,QUEEN ST E,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.659312,-79.347935,MID-BLOCK,NON INTERSECTION,NO CONTROL,DRIFTING SNOW,"DARK, ARTIFICIAL",LOOSE SNOW,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,0 to 4,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,OTHER,UNKNOWN,,,,,,,"CYCLIST,AUTOMOBILE",,South Riverdale (70)
2018,2018-12-07 5:00:00 AM,300,3,758 QUEEN ST E,QUEEN ST E,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.659312,-79.347935,MID-BLOCK,NON INTERSECTION,NO CONTROL,DRIFTING SNOW,"DARK, ARTIFICIAL",LOOSE SNOW,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",,South Riverdale (70)
2010,2010-06-04 4:00:00 AM,310,3,KING ST W,JOE SHUSTER WAY,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.639745,-79.42359,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,REAR END,DRIVER,30 to 34,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,OTHER,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,South Parkdale (85)
2010,2010-06-04 4:00:00 AM,310,3,KING ST W,JOE SHUSTER WAY,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.639745,-79.42359,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,DRY,NON-FATAL INJURY,REAR END,MOPED DRIVER,35 to 39,MAJOR,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,OTHER,HAD BEEN DRINKING,,,,,,,"CYCLIST,AUTOMOBILE",,South Parkdale (85)
2015,2015-01-11 5:00:00 AM,338,3,KINGSTON RD,WARDEN AVE,,MAJOR ARTERIAL,SCARBOROUGH,43.687747,-79.270908,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,25 to 29,MAJOR,EAST,BICYCLE,OTHER,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Disobeyed Traffic Control,Unknown,"CYCLIST,AUTOMOBILE",,Birchcliffe-Cliffside (122)
2015,2015-01-11 5:00:00 AM,338,3,KINGSTON RD,WARDEN AVE,,MAJOR ARTERIAL,SCARBOROUGH,43.687747,-79.270908,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Birchcliffe-Cliffside (122)
2016,2016-03-20 4:00:00 AM,344,3,COLLEGE ST,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.650939,-79.43996,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,WEST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Dufferin Grove (83)
2016,2016-03-20 4:00:00 AM,344,3,COLLEGE ST,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.650939,-79.43996,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Other,Had Been Drinking,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Dufferin Grove (83)
2016,2016-03-20 4:00:00 AM,344,3,COLLEGE ST,LANSDOWNE AVE,,MINOR ARTERIAL,TORONTO AND EAST YORK,43.650939,-79.43996,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,40 to 44,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",AGGRESIVE AND DISTRACTED,Dufferin Grove (83)
2013,2013-03-10 5:00:00 AM,400,4,BLOOR ST W,ST HELENS AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.658045,-79.44399,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,20 to 24,MINIMAL,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",,Dufferin Grove (83)
2013,2013-03-10 5:00:00 AM,400,4,BLOOR ST W,ST HELENS AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.658045,-79.44399,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,30 to 34,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",,Dufferin Grove (83)
2013,2013-03-10 5:00:00 AM,400,4,BLOOR ST W,ST HELENS AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.658045,-79.44399,INTERSECTION,AT INTERSECTION,STOP SIGN,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,NORTH,BICYCLE,TURNING RIGHT,,,,,,Cyclist turns right across motorists path,Improper Turn,Other,"CYCLIST,AUTOMOBILE,PASSENGER",,Dufferin Grove (83)
2013,2013-11-01 4:00:00 AM,500,5,LAKE SHORE BLVD W,BATHURST ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.636473,-79.399638,INTERSECTION,,TRAFFIC SIGNAL,RAIN,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Disobeyed Traffic Control,Inattentive,"CYCLIST,AUTOMOBILE",,Waterfront Communities-The Island (77)
2013,2013-11-01 4:00:00 AM,500,5,LAKE SHORE BLVD W,BATHURST ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.636473,-79.399638,INTERSECTION,,TRAFFIC SIGNAL,RAIN,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,20 to 24,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Waterfront Communities-The Island (77)
2011,2011-01-01 5:00:00 AM,513,5,SPADINA RD,DUPONT ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.674845,-79.40709,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,60 to 64,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Annex (95)
2011,2011-01-01 5:00:00 AM,513,5,SPADINA RD,DUPONT ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.674845,-79.40709,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,CLEAR,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,20 to 24,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Had Been Drinking,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Annex (95)
2012,2012-03-16 4:00:00 AM,534,5,MCCOWAN RD,ELLESMERE RD,,MAJOR ARTERIAL,SCARBOROUGH,43.771545,-79.25129,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,IMPROPER PASSING,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Woburn (137)
2012,2012-03-16 4:00:00 AM,534,5,MCCOWAN RD,ELLESMERE RD,,MAJOR ARTERIAL,SCARBOROUGH,43.771545,-79.25129,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,50 to 54,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Woburn (137)
2013,2013-06-02 4:00:00 AM,535,5,BATHURST ST,ROBINSON ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648845,-79.40459,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DAWN, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Kensington-Chinatown (78)
2013,2013-06-02 4:00:00 AM,535,5,BATHURST ST,ROBINSON ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648845,-79.40459,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DAWN, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Kensington-Chinatown (78)
2013,2013-06-02 4:00:00 AM,535,5,BATHURST ST,ROBINSON ST,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.648845,-79.40459,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,RAIN,"DAWN, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Kensington-Chinatown (78)
2011,2011-04-20 4:00:00 AM,538,5,MARKHAM RD,HIGHWAY 401 C  E,,EXPRESSWAY,SCARBOROUGH,43.785345,-79.23519,MID-BLOCK,,NO CONTROL,RAIN,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,SPEED TOO FAST FOR CONDITION,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Woburn (137)
2011,2011-04-20 4:00:00 AM,538,5,MARKHAM RD,HIGHWAY 401 C  E,,EXPRESSWAY,SCARBOROUGH,43.785345,-79.23519,MID-BLOCK,,NO CONTROL,RAIN,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,NORTH,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE","SPEEDING,AGGRESIVE AND DISTRACTED",Woburn (137)
2013,2013-08-28 4:00:00 AM,545,5,KENNEDY RD,STRATTON AVE,,MAJOR ARTERIAL,SCARBOROUGH,43.738246,-79.270458,INTERSECTION,,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Ionview (125)
2013,2013-08-28 4:00:00 AM,545,5,KENNEDY RD,STRATTON AVE,,MAJOR ARTERIAL,SCARBOROUGH,43.738246,-79.270458,INTERSECTION,,STOP SIGN,CLEAR,DARK,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive,"CYCLIST,AUTOMOBILE",,Ionview (125)
2009,2009-11-06 5:00:00 AM,600,6,3655 KEELE ST,,,MAJOR ARTERIAL,NORTH YORK,43.753045,-79.48839,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,TURNING MOVEMENT,DRIVER,25 to 29,NONE,SOUTH,,TURNING LEFT,IMPROPER TURN,NORMAL,,,,,,,CYCLIST,,York University Heights (27)
2009,2009-11-06 5:00:00 AM,600,6,3655 KEELE ST,,,MAJOR ARTERIAL,NORTH YORK,43.753045,-79.48839,MID-BLOCK,,NO CONTROL,CLEAR,DARK,DRY,NON-FATAL INJURY,TURNING MOVEMENT,MOPED DRIVER,55 to 59,MAJOR,NORTH,MOPED,GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,CYCLIST,,York University Heights (27)
2012,2012-09-06 4:00:00 AM,615,6,KENNEDY RD,FOXRIDGE DR,,MAJOR ARTERIAL,SCARBOROUGH,43.724045,-79.26449,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,"DAYLIGHT, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,50 to 54,NONE,NORTH,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Kennedy Park (124)
2012,2012-09-06 4:00:00 AM,615,6,KENNEDY RD,FOXRIDGE DR,,MAJOR ARTERIAL,SCARBOROUGH,43.724045,-79.26449,INTERSECTION,AT INTERSECTION,NO CONTROL,CLEAR,"DAYLIGHT, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,35 to 39,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Kennedy Park (124)
2012,2012-10-10 4:00:00 AM,617,6,CHURCH ST,JANE ST,,COLLECTOR,ETOBICOKE YORK,43.709145,-79.50589,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Weston (113)
2012,2012-10-10 4:00:00 AM,617,6,CHURCH ST,JANE ST,,COLLECTOR,ETOBICOKE YORK,43.709145,-79.50589,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,EAST,"AUTOMOBILE, STATION WAGON",TURNING LEFT,FAILED TO YIELD RIGHT OF WAY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Weston (113)
2012,2012-10-10 4:00:00 AM,617,6,CHURCH ST,JANE ST,,COLLECTOR,ETOBICOKE YORK,43.709145,-79.50589,MID-BLOCK,,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Weston (113)
2009,2009-11-26 5:00:00 AM,630,6,1050 ELLESMERE RD,,,MAJOR ARTERIAL,SCARBOROUGH,43.767445,-79.27329,MID-BLOCK,,NO CONTROL,RAIN,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,70 to 74,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,FAILED TO YIELD RIGHT OF WAY,INATTENTIVE,,,,,,,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dorset Park (126)
2009,2009-11-26 5:00:00 AM,630,6,1050 ELLESMERE RD,,,MAJOR ARTERIAL,SCARBOROUGH,43.767445,-79.27329,MID-BLOCK,,NO CONTROL,RAIN,DARK,WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,40 to 44,MAJOR,EAST,BICYCLE,GOING AHEAD,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,"CYCLIST,AUTOMOBILE",AGGRESIVE AND DISTRACTED,Dorset Park (126)
2016,2016-03-31 4:00:00 AM,637,6,COLLEGE ST,LIPPINCOTT ST,1 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656649,-79.406482,INTERSECTION,AT INTERSECTION,STOP SIGN,RAIN,"DAYLIGHT, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,65 to 69,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive,"CYCLIST,AUTOMOBILE,PASSENGER",,Kensington-Chinatown (78)
2016,2016-03-31 4:00:00 AM,637,6,COLLEGE ST,LIPPINCOTT ST,1 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656649,-79.406482,INTERSECTION,AT INTERSECTION,STOP SIGN,RAIN,"DAYLIGHT, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,65 to 69,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",,Kensington-Chinatown (78)
2016,2016-03-31 4:00:00 AM,637,6,COLLEGE ST,LIPPINCOTT ST,1 m East of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.656649,-79.406482,INTERSECTION,AT INTERSECTION,STOP SIGN,RAIN,"DAYLIGHT, ARTIFICIAL",WET,NON-FATAL INJURY,CYCLIST COLLISIONS,PASSENGER,60 to 64,NONE,,,,,,,,,,,,"CYCLIST,AUTOMOBILE,PASSENGER",,Kensington-Chinatown (78)
2015,2015-12-20 5:00:00 AM,639,6,DUFFERIN ST,DAVENPORT RD,41 m South of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.672553,-79.440799,MID-BLOCK,INTERSECTION RELATED,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,30 to 34,MAJOR,WEST,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,"Ability Impaired, Alcohol","CYCLIST,AUTOMOBILE",,Dovercourt-Wallace Emerson-Junction (93)
2015,2015-12-20 5:00:00 AM,639,6,DUFFERIN ST,DAVENPORT RD,41 m South of,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.672553,-79.440799,MID-BLOCK,INTERSECTION RELATED,NO CONTROL,CLEAR,"DARK, ARTIFICIAL",DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,35 to 39,NONE,SOUTH,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Dovercourt-Wallace Emerson-Junction (93)
2012,2012-05-21 4:00:00 AM,640,6,GOODWOOD AVE,SELLERS AVE,,LOCAL,TORONTO AND EAST YORK,43.680945,-79.44479,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,AUTOMOBILE",,Corso Italia-Davenport (92)
2012,2012-05-21 4:00:00 AM,640,6,GOODWOOD AVE,SELLERS AVE,,LOCAL,TORONTO AND EAST YORK,43.680945,-79.44479,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,25 to 29,NONE,WEST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Corso Italia-Davenport (92)
2012,2012-05-21 4:00:00 AM,640,6,GOODWOOD AVE,SELLERS AVE,,LOCAL,TORONTO AND EAST YORK,43.680945,-79.44479,MID-BLOCK,,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,10 to 14,MAJOR,SOUTH,BICYCLE,GOING AHEAD,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive,"CYCLIST,AUTOMOBILE",,Corso Italia-Davenport (92)
2017,2017-12-20 5:00:00 AM,1139,11,COLLEGE ST,OSSINGTON AVE,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.654326,-79.422664,INTERSECTION,AT INTERSECTION,TRAFFIC SIGNAL,OTHER,DAYLIGHT,OTHER,FATAL,CYCLIST COLLISIONS,TRUCK DRIVER,50 to 54,NONE,WEST,TRUCK (OTHER),GOING AHEAD,DRIVING PROPERLY,UNKNOWN,,,,,,,"CYCLIST,TRUCK",,Trinity-Bellwoods (81)
2012,2012-05-19 4:00:00 AM,1141,11,FINCH AVE W,DRIFTWOOD AVE,,MAJOR ARTERIAL,ETOBICOKE YORK,43.749445,-79.55449,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,DRIVER,40 to 44,NONE,EAST,"AUTOMOBILE, STATION WAGON",GOING AHEAD,DRIVING PROPERLY,NORMAL,,,,,,,"CYCLIST,AUTOMOBILE",,Humbermede (22)
2012,2012-05-19 4:00:00 AM,1141,11,FINCH AVE W,DRIFTWOOD AVE,,MAJOR ARTERIAL,ETOBICOKE YORK,43.749445,-79.55449,MID-BLOCK,AT INTERSECTION,NO CONTROL,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,CYCLIST,45 to 49,MAJOR,WEST,BICYCLE,UNKNOWN,,,,,,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Medical or Physical Disability,"CYCLIST,AUTOMOBILE",,Humbermede (22)
2009,2009-10-20 4:00:00 AM,1142,11,ST CLAIR AVEN W,OLD WESTON ROAD,,MAJOR ARTERIAL,TORONTO AND EAST YORK,43.673045,-79.46499,MID-BLOCK,,TRAFFIC CONTROLLER,CLEAR,DAYLIGHT,DRY,NON-FATAL INJURY,CYCLIST COLLISIONS,VEHICLE OWNER,unknown,,,OTHER,,,,,,,,,,"CYCLIST,TRUCK",,Weston-Pellam Park (91)
